Row Labels,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment,,Average of 5YA Service Calls,Average of 5YA Incident Responses,Average of 5YA Post Count,Sum of FY 2023 Basic Assessment
ID4335,30.8,29,5.2,101627.81,,,,,
ID4339,0.2,0.2,0,34059.77,,,,,
ID4342,1.2,1,0,34476.23,,,,,
ID4343,0,0,0,33957.5,,,,,
ID4344,0.6,0.4,0,34169.39,,,,,
ID4349,0,0,0,33957.5,,,,,
ID4352,0.4,0,0,33972.16,,,,,
ID4353,0,0,0,33957.5,,,,,
ID4355,0,0,0,33957.5,,,,,
ID4358,0,0,0,33957.5,,,,,
ID4359,0,0,0,33957.5,,,,,
ID4360,8,7.8,0,37953.75,,,,,
ID4362,0.2,0.2,0,34059.78,,,,,
ID4363,0,0,0,33957.5,,,,,
ID4364,0,0,0,33957.5,,,,,
ID4366,0,0,0,33957.5,,,,,
ID4373,0.2,0,0,33964.83,,,,,
ID4377,31.6,29.4,2.2,71400.65,,,,,
ID4381,33.8,33.4,1.8,69320.77,,,,,
ID4386,0,0,0,33957.5,,,,,
ID4387,0,0,0,33957.5,,,,,
ID4394,0,0,0,33957.5,,,,,
ID4395,1.2,1,1,44625.02,,,,,
ID4396,18.8,18.8,0,43571.82,,,,,
ID4398,1.2,1.2,0,34571.18,,,,,
ID4402,0.4,0.2,0,34067.11,,,,,
ID4403,0,0,0,33957.5,,,,,
ID4405,0,0,0,33957.5,,,,,
ID4407,27.2,26.2,1.8,65660.67,,,,,
ID4408,1.4,0.8,0,34388.61,,,,,
ID4409,0,0,0,33957.5,,,,,
ID4410,0.8,0.8,0,34366.62,,,,,
ID4411,0.5,0.25,0,34094.51,,,,,
ID4412,0,0,0,33957.5,,,,,
ID4413,0,0,0,33957.5,,,,,
ID4414,1.5,0,0,34012.47,,,,,
ID4415,0,0,0,33957.5,,,,,
ID4416,0,0,0,33957.5,,,,,
ID4417,0,0,0,33957.5,,,,,
ID4418,9,8,1,48234.15,,,,,
ID4419,0,0,0,33957.5,,,,,
ID4835,4.6,3.6,2.4,60192.3,,,,,
IL0032,275,222.6,5,200459.69,,,,,
IL0033,40.4,16.4,0.4,47283.59,,,,,
IL0054,461.6,292.4,23.8,431233.55,,,,,
IL0059,3.75,2,0.5,40118.83,,,,,
IL0069,24.6,19.2,2.8,72390.92,,,,,
IL0075,0,0,0,33957.5,,,,,
IL0154,6,4.4,0,36266.3,,,,,
IL0173,17,13.2,0.6,46936.53,,,,,
IL0195,4.6,4.4,1.4,50423.3,,,,,
IL0200,3,2,0,35016.95,,,,,
IL0205,253.4,91.6,0,86731.79,,,,,
IL0206,12,7.8,1,48249.14,,,,,
IL0209,2.4,1.4,0,34710.11,,,,,
IL0214,2.4,0.4,0.8,42354.39,,,,,
IL0220,53.2,39.4,4,95207.62,,,,,
IL0222,14,10.2,0.8,47432.08,,,,,
IL0231,89.6,68.4,1.4,83922.58,,,,,
IL0233,206.2,72.2,0,75791.76,,,,,
IL0235,195.2,161.6,2.4,142188.37,,,,,
IL0236,762.2,499,14.6,446965.07,,,,,
IL0240,9.2,7,1.8,55885.76,,,,,
IL0300,2,1.4,0,34695.45,,,,,
IL0301,3.2,2.4,0.2,37243.95,,,,,
IL0302,5.4,4.2,0,36149.36,,,,,
IL0303,221.2,183,10,230431.76,,,,,
IL0311,17.8,2.2,0.2,37684.09,,,,,
IL0313,3.6,3,0,35513.69,,,,,
IL0316,2.8,2.2,0,35104.57,,,,,
IL0317,40.2,34.2,0,51667.29,,,,,
IL0318,9,8.6,0,38370.2,,,,,
IL1406,0.2,0,0,33964.83,,,,,
IL1866,0,0,0,33957.5,,,,,
IL1886,0.6,0.6,0,34264.34,,,,,
IL1889,0.8,0.6,0,34271.67,,,,,
IL1914,0.8,0.2,0.8,42200.8,,,,,
IL1921,7.67,7,0,37561.74,,,,,
IL1941,1.5,1.5,0,34724.6,,,,,
IL1943,5.2,3,1.4,49780.64,,,,,
IL2062,0,0,0,33957.5,,,,,
IL2114,0,0,0,33957.5,,,,,
IL2125,192.2,165.4,2.2,141852.72,,,,,
IL2160,3.2,3,0,35499.03,,,,,
IL2166,2.4,1.2,0,34615.16,,,,,
IL2177,2.4,1.8,0,34900.01,,,,,
IL2178,0,0,0,33957.5,,,,,
IL2194,0,0,0,33957.5,,,,,
IL2197,0.4,0.4,0,34162.05,,,,,
IL2201,3.8,2.8,0.8,43545.1,,,,,
IL2209,2.6,2,1,45151.08,,,,,
IL2216,6.6,6.4,0,37237.79,,,,,
IL2217,0.4,0.4,0,34162.06,,,,,
IL2220,1.8,1.6,0,34783.07,,,,,
IL2223,0.4,0,0,33972.16,,,,,
IL2225,0,0,0,33957.5,,,,,
IL2230,0.4,0.4,0,34162.06,,,,,
IL2232,2.4,2.4,0,35184.85,,,,,
IL2233,8,6.4,1.6,53527.17,,,,,
IL2242,9.8,7,1.6,53877.99,,,,,
IL2245,3,2.8,0,35396.75,,,,,
IL2246,2.6,1.6,1.2,46990.93,,,,,
IL2247,0,0,0,33957.5,,,,,
IL2250,0.2,0,0,33964.83,,,,,
IL2251,0,0,0,33957.5,,,,,
IL2252,30,25.8,2,67603.15,,,,,
IL2254,0,0,0,33957.5,,,,,
IL2255,3.6,2,1,45187.74,,,,,
IL2260,4,3,1.8,53796.18,,,,,
IL2263,22.6,13.8,0.8,49456.38,,,,,
IL2271,0,0,0,33957.5,,,,,
IL2272,0.6,0.2,0,34074.44,,,,,
IL2274,4.2,3.4,0.8,43844.61,,,,,
IL2275,13.8,13.8,0,41014.82,,,,,
IL2279,0,0,0,33957.5,,,,,
IL2283,3,0.2,0,34162.4,,,,,
IL2284,0.2,0.2,0,34059.78,,,,,
IL2285,0,0,0,33957.5,,,,,
IL2286,8.8,5,1,46802.57,,,,,
IL2291,0.4,0.4,0,34162.06,,,,,
IL2295,0,0,0,33957.5,,,,,
IL2299,0.4,0.2,0,34067.11,,,,,
IL2312,6.2,2.4,1.2,47502.68,,,,,
IL2317,13.2,9.6,2.6,65385.75,,,,,
IL2327,0,0,0,33957.5,,,,,
IL2331,11,8.6,0.8,46562.54,,,,,
IL2332,1.4,1.2,1.2,46757.06,,,,,
IL2337,16.6,15.8,2,62364.53,,,,,
IL2338,4.4,2,1.2,47246.81,,,,,
IL2339,2.4,1.6,1,44953.85,,,,,
IL2340,23.4,19.8,2.6,70602.03,,,,,
IL2342,0.2,0.2,0,34059.78,,,,,
IL2347,0,0,0,33957.5,,,,,
IL2348,1.4,0.2,1,44252.55,,,,,
IL2349,8.8,6.6,0.8,45532.41,,,,,
IL2350,29.8,26.4,4.2,90208.02,,,,,
IL2351,1,0.8,0,34373.95,,,,,
IL2353,0,0,0,33957.5,,,,,
IL2367,14.4,9.6,1.2,51221.42,,,,,
IL2377,0,0,0,33957.5,,,,,
IL2378,3.4,3,1,45655.15,,,,,
IL2380,0.4,0.2,0,34067.11,,,,,
IL2382,2,1.4,1,44844.24,,,,,
IL2383,8.8,8,1,48226.82,,,,,
IL2384,16.4,12.4,1.6,56683.54,,,,,
IL2385,0,0,0,33957.5,,,,,
IL2386,1.8,0.4,1.2,46391.92,,,,,
IL2388,14.2,11.4,2.6,66276.95,,,,,
IL2389,3.2,2.6,1,45457.92,,,,,
IL2401,5,3.8,0.8,44063.83,,,,,
IL2404,14,12.4,1.2,52536.06,,,,,
IL2409,3.6,1.8,0,34943.98,,,,,
IL2414,17.6,13.8,2,61451.68,,,,,
IL2418,0.2,0,0,33964.83,,,,,
IL2420,2.4,2,0.8,43114,,,,,
IL2425,0,0,0,0,,,,,
IL2426,18,12,1,50463,,,,,
IL2434,0.6,0.6,0,34264.34,,,,,
IL2435,0,0,1,44106.29,,,,,
IL2437,0,0,0,33957.5,,,,,
IL2439,0,0,0,33957.5,,,,,
IL2440,6.8,4.4,1.6,52533.69,,,,,
IL2443,3.2,1.6,0.8,42953.41,,,,,
IL2444,0.2,0.2,0,34059.78,,,,,
IL2447,15.8,12.4,1,50572.27,,,,,
IL2448,19.6,17.6,2.2,65358.79,,,,,
IL2450,2.8,1.4,0,34724.77,,,,,
IL2452,14.2,11.4,1.6,56128.15,,,,,
IL2454,12.4,11.4,1,49972.91,,,,,
IL2457,20.6,18,3.4,77763.9,,,,,
IL2459,0.6,0.6,0,34264.34,,,,,
IL2460,8.6,5,1.4,50854.75,,,,,
IL2461,6,2.4,1,45465.59,,,,,
IL2462,3.6,3,1.2,47692.24,,,,,
IL2463,13,9.8,1,49235.3,,,,,
IL2464,4.6,4.4,1.2,48393.54,,,,,
IL2465,0,0,0.4,38017.01,,,,,
IL2468,4.8,4.2,1,46276.16,,,,,
IL2469,0.2,0.2,0,34059.78,,,,,
IL2470,4.8,4.2,2,56424.95,,,,,
IL2473,2.4,2.4,0.6,41274.13,,,,,
IL2474,0,0,0,33957.5,,,,,
IL2475,0.2,0.2,0,34059.78,,,,,
IL2476,5.8,2.8,0.8,43618.4,,,,,
IL2477,0,0,0,33957.5,,,,,
IL2479,0,0,0,33957.5,,,,,
IL2481,0,0,0,33957.5,,,,,
IL2482,0,0,0,33957.5,,,,,
IL2483,0,0,0,33957.5,,,,,
IL2484,0,0,0,33957.5,,,,,
IL2485,26.4,17.6,5.6,100113.92,,,,,
IL2487,0.4,0.4,0,34162.06,,,,,
IL2488,0,0,0,33957.5,,,,,
IL2490,0,0,0,33957.5,,,,,
IL2491,1.8,1.4,0,34688.12,,,,,
IL2493,41.2,38,6.8,122519.8,,,,,
IL2498,4.2,2.8,1.2,47619.28,,,,,
IL2499,5.8,3,0,35594.32,,,,,
IL2502,2.6,2.6,0,35287.14,,,,,
IL2505,1.4,1.2,0,34578.51,,,,,
IL2507,0,0,0,33957.5,,,,,
IL2508,0.4,0,0,33972.16,,,,,
IL2510,13,12,1.2,52309.51,,,,,
IL2513,0,0,0,33957.5,,,,,
IL2514,0.2,0.2,0,34059.78,,,,,
IL2515,0,0,0,33957.5,,,,,
IL2516,0,0,0,33957.5,,,,,
IL2519,0,0,0,33957.5,,,,,
IL2520,15.8,14.4,1,51521.77,,,,,
IL2521,1.6,1.4,0,34680.79,,,,,
IL2523,12.2,9.2,1,48921.13,,,,,
IL2525,5.2,5.2,0,36616.78,,,,,
IL2526,0,0,0,33957.5,,,,,
IL2527,2.2,1.8,0,34892.68,,,,,
IL2528,3.6,2.8,1.4,49627.05,,,,,
IL2531,0,0,0,33957.5,,,,,
IL2533,6.2,5.8,1.2,49116.83,,,,,
IL2535,0.4,0,0.2,36001.92,,,,,
IL2536,0.2,0.2,0,34059.78,,,,,
IL2538,3.6,3.2,0.8,43727.67,,,,,
IL2540,7.8,3.4,0,35857.52,,,,,
IL2543,0.2,0.2,0,34059.78,,,,,
IL2545,0,0,0,33957.5,,,,,
IL2548,0.2,0,0,33964.82,,,,,
IL2549,21.2,19.6,1,54188.38,,,,,
IL2551,6.4,6.2,1,47284.3,,,,,
IL2558,10.8,10.6,0.8,47504.71,,,,,
IL2559,0.2,0.2,0,34059.78,,,,,
IL2560,13.2,8,1.4,52447.6,,,,,
IL2561,4,4,0,36003.1,,,,,
IL2562,15,14,0,41153.75,,,,,
IL2563,4.2,3.8,0,35915.49,,,,,
IL2564,0.4,0.4,0,34162.06,,,,,
IL2565,16,12,1.2,52419.46,,,,,
IL2566,0,0,0,33957.5,,,,,
IL2567,0.2,0.2,0,34059.78,,,,,
IL2569,0.2,0.2,0,34059.78,,,,,
IL2579,13.8,10.4,1.2,51579.23,,,,,
IL2580,0,0,0,33957.49,,,,,
IL2588,1,1,0,34468.9,,,,,
IL2594,0.2,0.2,0,34059.78,,,,,
IL2596,4,3.8,0,35908.15,,,,,
IL2597,5.4,4.6,2.2,58666.61,,,,,
IL2601,0.25,0.25,0,34085.35,,,,,
IL2602,0,0,0,33957.5,,,,,
IL2604,0.8,0.6,0,34271.67,,,,,
IL2606,19.8,13.2,2.4,65306.98,,,,,
IL2609,0.8,0.2,0,34081.77,,,,,
IL2616,13.8,9.4,2.4,63283.03,,,,,
IL2617,3.8,1.8,0,34951.32,,,,,
IL2618,0.8,0.6,0,34271.67,,,,,
IL2619,0,0,0,33957.5,,,,,
IL2620,2.4,2.2,0,35089.91,,,,,
IL2621,0,0,0,33957.5,,,,,
IL2622,1.8,1.6,0,34783.07,,,,,
IL2624,0,0,0,33957.5,,,,,
IL2625,1.6,0.4,0,34206.04,,,,,
IL2626,0,0,0,33957.5,,,,,
IL2627,0.2,0.2,0,34059.78,,,,,
IL2628,0.8,0.4,0,34176.72,,,,,
IL2629,0.8,0.6,0,34271.67,,,,,
IL2630,0,0,0,33957.5,,,,,
IL2633,0.2,0.2,0,34059.77,,,,,
IL2634,0.8,0.6,0,34271.67,,,,,
IL2635,0,0,0,33957.5,,,,,
IL2636,6.6,3.2,1.4,49926.9,,,,,
IL2637,0,0,0,33957.5,,,,,
IL2638,0,0,0,33957.5,,,,,
IL2639,1,0.75,0,34350.21,,,,,
IL2641,6,3,3,66048.03,,,,,
IL2642,0,0,0,33957.5,,,,,
IL2643,3.25,3,0,35500.86,,,,,
IL2644,0,0,0,33957.5,,,,,
IL2645,0,0,0,33957.5,,,,,
IL2646,0,0,0,33957.5,,,,,
IL2647,1,0.5,0,34231.52,,,,,
IL2649,1,0.5,0,34231.52,,,,,
IL2650,3,3,0,35491.7,,,,,
IL2651,0.5,0.5,0,34213.2,,,,,
IL2653,1,1,0,34468.9,,,,,
IL2655,4,1.5,0,34816.22,,,,,
IL2657,1,1,0,34468.9,,,,,
IL2661,0,0,0,33957.5,,,,,
IL2667,0,0,0,33957.5,,,,,
IN0031,31.4,25,2.2,69304.41,,,,,
IN0048,157.8,114.2,2.2,116284.74,,,,,
IN0057,5.6,3.4,0.8,43895.91,,,,,
IN0096,24.6,7.8,2,58859.73,,,,,
IN0126,4.6,3.4,0,35740.23,,,,,
IN0127,11.2,10.4,1.2,51483.94,,,,,
IN0133,308.2,274.4,11.6,293250.57,,,,,
IN0300,40.6,32.2,3.4,85238.34,,,,,
IN0521,1.8,1.8,0,34878.02,,,,,
IN0522,0.8,0.8,0,34366.62,,,,,
IN0523,1.2,1.2,0,34571.18,,,,,
IN0524,0.2,0.2,0,34059.78,,,,,
IN0529,0.8,0.8,0,34366.62,,,,,
IN0530,8,8,0,38048.7,,,,,
IN0531,3.4,3.2,0,35601.31,,,,,
IN0532,0.4,0.4,0,34162.06,,,,,
IN0533,0.6,0.6,0,34264.34,,,,,
IN0534,0,0,0,33957.5,,,,,
IN0535,0.4,0.4,0,34162.06,,,,,
IN0548,0.2,0.2,0,34059.78,,,,,
IN0561,12.6,11.6,1.6,56164.46,,,,,
IN0565,0.8,0.8,0,34366.62,,,,,
IN0566,10.2,10.2,0,39173.78,,,,,
IN0567,0,0,0,33957.5,,,,,
IN0568,0,0,0,33957.5,,,,,
IN0570,0,0,0,33957.5,,,,,
IN0573,0,0,0,33957.5,,,,,
IN0574,0,0,0,33957.5,,,,,
IN0575,1.2,0.8,0.8,42500.31,,,,,
IN1393,0,0,0,0,,,,,
IN1485,10.6,8,1.2,50322.55,,,,,
IN1579,19.2,15.2,1,52026.18,,,,,
IN1588,2,1.4,0.6,40784.72,,,,,
IN1631,0.8,0.6,0,34271.67,,,,,
IN1641,5.8,4,1,46217.87,,,,,
IN1643,14.8,14.4,0,41336.34,,,,,
IN1659,4.6,4,0,36025.08,,,,,
IN1667,1.6,1.6,0,34775.74,,,,,
IN1674,0,0,0,33957.5,,,,,
IN1678,2.8,2.6,0,35294.47,,,,,
IN1685,0,0,0,33957.5,,,,,
IN1699,0,0,0,33957.5,,,,,
IN1703,394.2,320.4,26,464383.67,,,,,
IN1705,0.6,0.6,0,34264.34,,,,,
IN1710,6.4,2.2,1.2,47415.06,,,,,
IN1714,4.6,3,1.2,47728.89,,,,,
IN1715,2.2,1.2,0.8,42726.86,,,,,
IN1716,2.6,2,1,45151.08,,,,,
IN1718,0,0,0,33957.5,,,,,
IN1719,0,0,0,33957.5,,,,,
IN1720,3.4,3.4,0,35696.26,,,,,
IN1722,16.4,11.8,1,50309.41,,,,,
IN1724,1,1,0,34468.9,,,,,
IN1725,0,0,0,33957.5,,,,,
IN1728,0.2,0,0,33964.83,,,,,
IN1729,17.6,13.6,1,51207.94,,,,,
IN1732,6.6,2.8,1.2,47707.24,,,,,
IN1736,0,0,0,33957.5,,,,,
IN1741,3.6,2,0.8,43157.97,,,,,
IN1748,14.4,12.6,0.8,48586.15,,,,,
IN1749,6.2,4,1.6,52321.8,,,,,
IN1753,0.2,0.2,0,34059.78,,,,,
IN1759,4,3.2,0.4,39682.82,,,,,
IN1760,0.6,0.6,0,34264.34,,,,,
IN1762,1.6,1.6,0.8,42894.77,,,,,
IN1763,8.8,5.8,1,47182.37,,,,,
IN1765,2.8,2.6,0,35294.47,,,,,
IN1769,19.2,12.4,2,60845.67,,,,,
IN1770,4.8,3.4,0.8,43866.6,,,,,
IN1774,7,4.6,0.8,44516.94,,,,,
IN1775,4,1.8,0.8,43077.68,,,,,
IN1776,13.8,10.4,1,49549.47,,,,,
IN1777,0.4,0.4,0,34162.06,,,,,
IN1778,0.6,0.2,0.8,42193.47,,,,,
IN1782,0,0,0,33957.5,,,,,
IN1783,0,0,0,33957.5,,,,,
IN1784,3.8,2,0.8,43165.3,,,,,
IN1786,0,0,0,33957.5,,,,,
IN1787,2.6,1.4,0.8,42836.47,,,,,
IN1788,0,0,0.2,35987.26,,,,,
IN1789,0,0,0,33957.5,,,,,
IN1790,0.2,0.2,0,34059.78,,,,,
IN1793,9.4,7.2,1.4,51928.52,,,,,
IN1794,0,0,0,33957.5,,,,,
IN1796,0.4,0.2,0,34067.11,,,,,
IN1798,6,3,0.8,43720.69,,,,,
IN1803,4.4,2.6,0.8,43472.14,,,,,
IN1804,0,0,0,33957.5,,,,,
IN1805,0.2,0,0,33964.82,,,,,
IN1807,12,9.8,2.4,63406.96,,,,,
IN1809,0,0,0,33957.5,,,,,
IN1811,5.4,2.8,1.4,49693.02,,,,,
IN1812,22,16.8,1.4,56947.92,,,,,
IN1816,0.4,0.2,0,34067.11,,,,,
IN1817,0.2,0.2,0,34059.78,,,,,
IN1818,0,0,0,33957.5,,,,,
IN1819,3,1.6,1.6,51065.12,,,,,
IN1820,8,5.2,1,46868.19,,,,,
IN1821,4,3,1,45677.14,,,,,
IN1822,2.2,2.2,0.6,41171.85,,,,,
IN1823,2,1.2,0.8,42719.53,,,,,
IN1824,1.6,1.2,0,34585.84,,,,,
IN1825,0,0,0,33957.5,,,,,
IN1830,0,0,0,33957.5,,,,,
IN1834,0,0,0,33957.5,,,,,
IN1841,0.2,0.2,0,34059.78,,,,,
IN1853,2.2,2,0.4,39047.15,,,,,
IN1862,5.2,4.8,0,36426.88,,,,,
IN1869,1.4,0.8,0,34388.61,,,,,
IN1876,0,0,0,0,,,,,
IN1877,7,4,1.4,50321.36,,,,,
IN1879,0.2,0.2,0,34059.78,,,,,
IN1880,0.6,0,0,33979.49,,,,,
IN1884,6,4.4,1,46415.09,,,,,
IN1885,9.4,6.8,1,47679.11,,,,,
IN1887,9.4,7.2,4,78315.39,,,,,
IN1888,0.4,0.2,0,34067.11,,,,,
IN1889,0,0,0,33957.5,,,,,
IN1891,5.4,3.6,3.2,68340.65,,,,,
IN1892,0,0,0,33957.5,,,,,
IN1893,0.4,0.2,0,34067.11,,,,,
IN1895,0,0,0,33957.5,,,,,
IN1896,7.2,3.6,1,46079.27,,,,,
IN1897,0,0,0,33957.5,,,,,
IN1898,0,0,0,33957.5,,,,,
IN1899,0,0,0,33957.5,,,,,
IN1900,0.2,0.2,0,34059.78,,,,,
IN1901,0,0,0,33957.5,,,,,
IN1902,0.67,0.33,0,34140.18,,,,,
IN1903,9,8.75,0,38441.41,,,,,
IN1904,0.5,0.5,0,34213.2,,,,,
IN1905,8.67,8.33,1.67,55146.04,,,,,
IN1906,2.5,2,0,34998.62,,,,,
IN1908,5,4,0,36039.75,,,,,
IN1909,2,1.5,0,34742.92,,,,,
IN1910,1.5,1,0,34487.22,,,,,
KS0070,11.2,9.4,0,38830.64,,,,,
KS0085,17.8,13.6,3.2,73542.62,,,,,
KS0092,25.8,17.6,2,63556.26,,,,,
KS0094,68.4,52.2,1.2,73424.91,,,,,
KS1443,33.2,24.8,2,67245.68,,,,,
KS1462,0.25,0.25,0,34085.35,,,,,
KS1480,2.2,1,0,34512.88,,,,,
KS1483,1,0.75,0,34350.21,,,,,
KS1484,7,5.6,1.4,51080.97,,,,,
KS1492,0.4,0.2,0,34067.11,,,,,
KS1504,13.8,8.4,2,58748.76,,,,,
KS1526,4.6,4.2,1,46268.83,,,,,
KS1533,0.2,0.2,0,34059.78,,,,,
KS1536,14,13.8,0,41022.15,,,,,
KS1538,4.6,1.4,1,44939.53,,,,,
KS1546,1.8,1.4,1.2,46866.67,,,,,
KS1549,0.2,0.2,0,34059.78,,,,,
KS1559,17,12.2,1,50521.3,,,,,
KS1560,0,0,0,33957.5,,,,,
KS1561,0.4,0,0,33972.16,,,,,
KS1563,0.6,0.4,0,34169.39,,,,,
KS1564,1,0.4,0,34184.05,,,,,
KS1568,0,0,0,33957.5,,,,,
KS1569,0,0,0,33957.5,,,,,
KS1570,0,0,0,33957.5,,,,,
KS1571,0,0,0,33957.5,,,,,
KS1572,0,0,0,33957.5,,,,,
KS1574,0.5,0.25,0,34094.51,,,,,
KS1575,0.2,0.2,0,34059.78,,,,,
KS1577,3.8,2,0.2,37076.03,,,,,
KS1578,4.4,3.4,1,45881.7,,,,,
KS1579,0,0,0,33957.5,,,,,
KS1580,0,0,0,33957.5,,,,,
KS1581,0.2,0,0,33964.83,,,,,
KS1582,6.4,1,1,44815.6,,,,,
KS1583,3.4,2.2,1,45275.35,,,,,
KS1584,11,7,1,47832.7,,,,,
KS1585,0.8,0.6,0,34271.67,,,,,
KS1587,2.8,1.6,1,44968.51,,,,,
KS1588,0.4,0.2,0,34067.11,,,,,
KS1589,0.2,0,0,33964.83,,,,,
KS1590,5,3.4,1,45903.69,,,,,
KS1591,6.6,3,1,45772.43,,,,,
KS1593,0,0,0,33957.5,,,,,
KS1594,2.2,1,1,44661.67,,,,,
KS1595,9.4,7.8,2,58302.65,,,,,
KS1597,0.4,0.2,0,34067.1,,,,,
KS1598,23.4,20.2,3,74851.45,,,,,
KS1600,7,1.6,1,45122.44,,,,,
KS1601,0.2,0.2,0,34059.78,,,,,
KS1603,6.6,4.2,1,46342.13,,,,,
KS1607,1.4,0.8,0,34388.61,,,,,
KS1608,0,0,0,33957.5,,,,,
KS1609,6.6,5,1,46721.93,,,,,
KS1610,3.8,3.6,0,35805.87,,,,,
KS1611,38.8,28.4,3,79308.82,,,,,
KS1612,0.4,0,0,33972.16,,,,,
KS1613,8.4,8.2,0,38158.31,,,,,
KS1614,24.6,21.6,3,75560.08,,,,,
KS1615,22.4,20.6,2.6,70945.18,,,,,
KS1616,9.8,7,3.2,70116.06,,,,,
KS1617,0.4,0.2,0,34067.11,,,,,
KS1618,1.8,1.8,0,34878.02,,,,,
KS1619,0,0,0,33957.5,,,,,
KS1620,0.2,0.2,0,34059.78,,,,,
KS1621,0.8,0.6,0,34271.67,,,,,
KS1622,0,0,0,33957.5,,,,,
KS1624,26.4,22.8,2,66046.96,,,,,
KS1625,0,0,0,33957.5,,,,,
KS1626,0,0,0,33957.5,,,,,
KS1628,3,3,0,35491.7,,,,,
KS1629,1,1,0,34468.9,,,,,
KS1630,1.33,1.33,0,34639.36,,,,,
KS1632,3,2,0,35016.95,,,,,
KS1633,1.5,1,0,34487.22,,,,,
KS1634,1,0,0,33994.15,,,,,
KY0006,5.2,4.6,0,36331.93,,,,,
KY0008,2.2,0.6,0,34322.98,,,,,
KY0012,2.6,2,0,35002.29,,,,,
KY0013,7.2,6.6,0,37354.73,,,,,
KY0042,24.8,22.8,0,45690.73,,,,,
KY0043,1.6,1.4,0,34680.79,,,,,
KY0045,67.2,43,6.2,119757.2,,,,,
KY0058,5.8,2.8,0.4,39558.88,,,,,
KY0059,4,1.4,0,34768.76,,,,,
KY0062,4.8,4.8,0,36412.22,,,,,
KY0085,15.6,12.2,0,40321.2,,,,,
KY0086,98,55.6,9,155284.49,,,,,
KY0088,6.8,5.8,0.2,38990.02,,,,,
KY0089,22,18.4,1.2,55677.76,,,,,
KY1027,0,0,0,33957.5,,,,,
KY1050,1.2,0.6,0,34286.32,,,,,
KY1052,0.6,0.6,0,34264.34,,,,,
KY1074,0,0,0,33957.5,,,,,
KY1081,1.6,1.4,0.8,42799.82,,,,,
KY1088,0.5,0.25,0,34094.51,,,,,
KY1113,0.5,0,0,33975.82,,,,,
KY1161,0.4,0.4,0,34162.06,,,,,
KY1177,0,0,0,33957.5,,,,,
KY1237,0,0,0,33957.5,,,,,
KY1318,0,0,0,33957.5,,,,,
KY1371,2,1.5,0,34742.92,,,,,
KY1372,0,0,0,33957.5,,,,,
KY1432,0,0,0,33957.5,,,,,
KY1472,5.4,4.8,1.2,48612.76,,,,,
KY1665,0.8,0.6,0,34271.66,,,,,
KY1673,0.2,0.2,0,34059.78,,,,,
KY1675,0,0,0,33957.5,,,,,
KY1684,1.2,1,0,34476.22,,,,,
KY1690,1.8,1.6,0.8,42902.1,,,,,
KY1702,0,0,0,33957.5,,,,,
KY1704,0.2,0.2,0,34059.78,,,,,
KY1711,2,2,0,34980.3,,,,,
KY1712,0,0,0,33957.5,,,,,
KY1716,1.6,1.6,0,34775.74,,,,,
KY1717,0.2,0.2,0,34059.78,,,,,
KY2018,1.8,1.8,0,34878.02,,,,,
KY2020,6.4,4.4,1.2,48459.51,,,,,
KY2024,2.4,2,0.2,37024.72,,,,,
KY2028,1.6,1,1.2,46669.44,,,,,
KY2029,0,0,0,33957.5,,,,,
KY2030,0,0,0,33957.5,,,,,
KY2032,24.4,17.8,1.4,57510.63,,,,,
KY2037,0.2,0,0,33964.83,,,,,
KY2039,0,0,0,33957.5,,,,,
KY2049,3,2.75,0,35373.01,,,,,
KY2051,0.2,0.2,0,34059.78,,,,,
KY2055,0.4,0.2,0,34067.1,,,,,
KY2058,1,0.8,0,34373.95,,,,,
KY2068,3.8,3.2,0.8,43735,,,,,
KY2070,0,0,0.2,35987.26,,,,,
KY2071,0,0,0,33957.5,,,,,
KY2073,0.2,0,0,33964.83,,,,,
KY2077,6,5.4,2,57038.64,,,,,
KY2083,7.2,6.2,0.2,39194.59,,,,,
KY2090,1.6,1.4,0,34680.78,,,,,
KY2095,0.25,0,0,33966.66,,,,,
KY2096,1.8,1.6,0,34783.07,,,,,
KY2098,3.2,2.6,0.6,41398.4,,,,,
KY3001,5.8,3.8,1.2,48152.67,,,,,
KY3003,1.6,0.6,1.2,46479.54,,,,,
KY3004,1.4,1.2,0.2,36608.27,,,,,
KY3005,2.4,2,0.8,43113.99,,,,,
KY3006,0,0,0,33957.5,,,,,
KY3007,0,0,0,33957.5,,,,,
KY3008,2.2,0.2,1.4,48341.39,,,,,
KY3009,4,2,1,45202.39,,,,,
KY3010,0.2,0,0,33964.83,,,,,
KY3012,4,1.6,1.8,53131.53,,,,,
KY3014,0.2,0.2,0,34059.78,,,,,
KY3015,3,2.4,0,35206.85,,,,,
KY3016,11,8.2,0.4,42313.12,,,,,
KY3017,0,0,0,33957.5,,,,,
KY3018,0,0,0,33957.5,,,,,
KY3020,0.2,0.2,0,34059.78,,,,,
KY3023,4.6,3,1.2,47728.89,,,,,
KY3025,2,0.8,1,44559.39,,,,,
KY3026,2.2,1.2,1,44756.62,,,,,
KY3027,0.2,0,0,33964.83,,,,,
KY3031,0,0,0,33957.5,,,,,
KY3034,8.6,4.4,1,46510.39,,,,,
KY3036,0.2,0.2,0,34059.78,,,,,
